organCd,사용기관명,지역,주소,홈페이지 주소,전화번호,검색 키워드,대표 강좌 이름,위도,경도
ZSiJepvBX5Jy2gzz5FDNAA==,중구여성플라자평생교육시설,서울특별시 중구,(04586) 서울특별시 중구 다산로32길 5 3층,www.jgwoman.or.kr,02 - 2236 - 9985,"중구평생교육기관 , 중구여성센터",AI 활용 유튜브 크리에이터 | 캐주얼하게 즐기는 연말요리,37.5612923,127.0148351
gfWRGguf/6fgi6xLlqGirA==,광주광역시교육청학생독립운동기념회관,광주광역시 서구,(62024) 광주광역시 서구 학생독립로 30 광주광역시교육청학생독립운동기념회관 지도보기,https://lib.gen.go.kr/student/,062 - 221 - 5500,,,35.1406054,126.8650141
RhOngIXH4CwYxgJKxnjmUA==,피렌체가죽공예학원,인천광역시 남동구,(21571) 인천광역시 남동구 인주대로 624 4층 지도보기,https://blog.naver.com/by_sephiroth,032 - 421 - 5894,"가죽 , 공예 , 창업",가죽공예 가방만들기 | 가죽공예 기초과정 | 가죽공예 소품제작 | 가죽공예 소품&가방제작 Type A | 가죽공예 소품&가방제작 Type A | 가죽공예 소품&가방제작 Type C | 가죽공예 소품&가방제작 Type C | 가죽공예 소품&가방제작 Type A | 가죽공예 소품&가방제작 Type B | 가죽공예 소품제작,37.4495871,126.7060024
LgHLGnnhl/2Ginglf6fzSA==,바디멀티기구필라테스(정릉점)평생교육원,서울특별시 성북구,(02718) 서울특별시 성북구 보국문로 10 7층 바디멀티필라테스 정릉점,https://blog.naver.com/bodymulti,010 - 4310 - 3206,"정릉역필라테스 , 성북구필라테스 , 길음역필라테스",,37.6055229,127.0116460
OtnMrLyATdyw2S31xCo/xg==,남부자동차운전전문학원,경상북도 경산시,(38616) 경상북도 경산시 중방로 124 남부자동차운전전문학원,,053 - 811 - 1101,,,35.8325717,128.7469490
mUgF2/QewnvQS+o2wjHHmg==,스카이(SKY)원격평생교육원,서울특별시 강남구,(06131) 서울특별시 강남구 강남대로94길 71-9 1층,https://skyabc.co.kr/,00 - 1599 - 2347,"학점은행 , 온라인교육 , 사회복지",사회복지현장실습 | 사회학개론,37.5012079,127.0327853
cSdDNz0Ds3YNjP9ZyBnJ3A==,인천HRD평생교육원,인천광역시 남동구,(21557) 인천광역시 남동구 예술로 230 206~7호,,032 - 873 - 6115,,,37.4545557,126.7021254
umo+y8v9Ay+LLR7J3ZbjGg==,서울과학기술대학교부설평생교육원,서울특별시 노원구,(01811) 서울특별시 노원구 공릉로 232 상상관 302호,https://www.seoultech.ac.kr/,02 - 970 - 9183,"평생교육 , 디지털교육 , 교양강좌",,37.6316217,127.0783723
Qbm/i80ez+10tVKEdwIMPA==,한국관광통역안내사협회평생교육원,서울특별시 성동구,(04701) 서울특별시 성동구 왕십리로 386 8층,https://www.kotga.or.kr/,02 - 2298 - 0494,"관광통역안내사 , 자격증 , 가이드",,37.5651032,127.0276365
C8esRsstjxyEz8L74C0v4g==,포항직업전문학교,경상북도 포항시,(37878) 경상북도 포항시 남구 냉천로 58 포항직업전문학교,http://www.pohangi.co.kr/,054 - 274 - 0082,"지게차 , 굴착기 , 천장크레인",,35.9876666,129.3998189
lnyMBw/Z0tdPFLPKJmKlJg==,논산제과제빵학원,충청남도 논산시,(32974) 충청남도 논산시 중앙로 426 3층 논산제과제빵학원,,041 - 734 - 4751,"제과제빵기능사 , 케이크데코레이션 , 홈베이킹",제과기능사과정 | 홈베이킹 | 제과제빵기능사과정 | 홈베이킹 | 제빵기능사과정 | 제과기능사과정,36.2017648,127.0875864
jlJprRXJ1M/uzsRUg1ebaQ==,일공일랩원격평생교육원,서울특별시 송파구,(05790) 서울특별시 송파구 위례서로 252 유원플러스송파 1611호,www.101phone.co.kr,010 - 6688 - 4515,"전화외국어 , 전화영어 , 전화일본어",,37.4870925,127.1425023
8Dz3ZTFKeS6UVGzbTtpE/Q==,사하사랑채노인복지관,부산광역시 사하구,(49339) 부산광역시 사하구 사리로 35 사하사랑채노인복지관,https://sahasilver.org/main.php,051 - 293 - 9544,,라인댄스 중급 | 줌바에어로빅1 | 줌바에어로빅2 | 스포츠댄스 | 요가1 | 요가2 | 요가3 | 실용미술교실 | 컴퓨터 활용 | 동영상편집,35.1030403,128.9987623
a43EOpatgdG6OQxZlFFfSw==,리움필라테스동탄장지점,경기도 화성시,(18506) 경기도 화성시 동탄대로4길 47 AJ프라자 4층 411~414호,,031 - 372 - 1730,"필라테스 , 요가 , 플라잉요가",,37.1617914,127.1112837
1quJBLZ7EXNMx6m6bAenTQ==,원즈아카데미요리전문학원,울산광역시 중구,(44420) 울산광역시 중구 백양로 88-1 3층,www.wons2022.com,052 - 245 - 1498,"양식조리기능사 , 이탈리아요리지도사 , 울산요리학원","종합(모던한식, 이탈리아전통요리단기과정)",35.5733552,129.3159054
cJJNw9A/ziwOcZWBaoSnug==,롯데키즈마트문화센터부산점,부산광역시 부산진구,(47187) 부산광역시 부산진구 신천대로 241 2층 문화센터,https://culture.lottemart.com/,051 - 608 - 2590,"롯데마트 , 부산점 , 부암동",오전 요가 | (특강)발레 | 필라테스 | 운명을 읽다 사주 명리학 | (NEW) 복을 부르는 관상학 | [신규접수가능]1:1 개인레슨 피아노 교실 (수) (성인) | 유화 | 수채 | 우쿨렐레 | 요가,35.1633085,129.0493226
H+fQPpOLEagaHPCmfLWhIQ==,고운빛깔미용학원,경상남도 창원시,(51495) 경상남도 창원시 성산구 마디미로9번길 1 703호 고운빛깔미용학원 지도보기,https://blog.naver.com/gowoon_academy,055 - 289 - 0403,"피부미용학 , 산모테라피 , 체형관리",,35.2233395,128.6855940
lDF+MeZVPvsmjxzMcOpP/Q==,성남베이킹제과제빵학원,경기도 성남시,(13316) 경기도 성남시 수정구 수정로88번길 5 이층 성남 베이킹 제과 제빵 학원,,010 - 2270 - 8978,"제빵기능사 , 제과기능사 , 케이크",,37.4399691,127.1305785
2zC+8w33p1P3ezW588wLZw==,더본외식산업개발원문경센터,경상북도 문경시,"(36920) 경상북도 문경시 문경읍 온천강변1길 23 2층, 3층",https://www.instagram.com/theborn_mg/,054 - 572 - 5290,"조리 , 베이커리 , 바리스타",홈카페 브루잉 및 퍼스널 커피 찾기 - 원데이클래스 | 구겔호프 케이크 - 원데이클래스 | 제철 해산물 빠에야,36.7275652,128.1101659
NElmixGwbCHLUn6OARGmJQ==,EBS미디어원격평생교육원,서울특별시 종로구,(03146) 서울특별시 종로구 인사동길 62-5 3층 지도보기,www.everywill.net,1600 - 4450,"사회복지사 , 미용 , 심리학",,37.5754819,126.9838699
T/ZJa/fODr/qEbOsGRNWUw==,영동미용학원,경상북도 영천시,(38854) 경상북도 영천시 호국로 10 41-4 번지 영동미용학원3층,,054 - 333 - 5829,,,35.9711543,128.9396292
4Upc2cJKRszwe4lm08roqg==,한국에스피아이연합회,서울특별시 종로구,(03150) 서울특별시 종로구 우정국로 39 3층 지도보기,http://www.kspia.kr/,02 - 775 - 0071,"탐정 , 도감청 , 심리상담",이혼상담사 자격취득과정 | 범죄심리상담사 자격취득과정 | 도감청탐색사 자격취득과정 | PIA탐정사 특별과정 | PIA탐정사 일반과정 | PIA탐정사 최고경영자과정,37.5726254,126.9826790
IIaBJWnT64v55c58iGdhdg==,구미대학교부설평생직업교육원,경상북도 구미시,(39213) 경상북도 구미시 야은로 37 성실2동 평생교육원,https://365.gumi.ac.kr/,054 - 440 - 1430,구미,,36.1509795,128.2889001
2Chae7xukuH8z1tWhxv+mw==,롯데마트문화센터성정점,충청남도 천안시,(31109) 충청남도 천안시 서북구 성정두정로 1 3층 문화센터,https://culture.lottemart.com/cu/common/main.do,041 - 629 - 8590,"롯데마트 , 롯데마트 성정점 , 롯데마트 문화센터",[4주] 초보도 OK 셔플댄스 기초반 | 초보도 OK 셔플댄스 기초반 | 초보도 OK 셔플댄스 기초반 | [4주] 리듬 타GO 셔플댄스 중급반 | [4주] 리듬 타GO 셔플댄스 중급반 | [4주] 리듬 타GO 셔플댄스 중급반 | 리듬 타GO 셔플댄스 중급반 | 토요 라인댄스 중급반 | [수금] 라인댄스 초중급반 | [월목] 몸치탈출 라인댄스 초급반,36.8262797,127.1400903
u6/Dt5c7EAPrkazXHpkZdA==,아이이토익학원,강원특별자치도 원주시,(26392) 강원특별자치도 원주시 능라동길 27 3층 307호,https://blog.naver.com/ietoeic,010 - 9952 - 9091,"원주토익 , 원주토익학원 , 원주토익전문학원",,37.3332833,127.9280282
cutvTTcgHMRcA8bee6fBEg==,풀잎문화센터연수지부,인천광역시 연수구,(21909) 인천광역시 연수구 학나래로118번길 9 208호,https://naver.me/5qDeSBa8,032 - 821 - 0110,"가죽공예 , 홈패션(미싱) , 퀼트, 자수, 장애",,37.4279752,126.6985046
KsjC9s8i4Uvq8hR5uCHn/A==,코어드빈바리스타학원,서울특별시 강서구,(07567) 서울특별시 강서구 공항대로45길 75 제일빌딩 2층 코어드빈바리스타학원 지도보기,,02 - 3664 - 1884,"바리스타 , 커피자격증 , 커피학원",(기초)커피바리스타2급 자격증취득과정,37.5582731,126.8564188
i1nBTdmE4uwgR0skc7f/Ww==,한양대학교원격평생교육원,서울특별시 성동구,(04763) 서울특별시 성동구 왕십리로 222 국제관 116호 209호,hyon.hanyang.ac.kr,02 - 2220 - 2644,"건축공학 , 사회복지학",건축공정관리 | 건축구조 I | 사회복지실천기술론 | 사회복지법제와실천,37.5575753,127.0466899
7sSu6xRs0mshKuVvNSCV3A==,오로라바리스타학원,경기도 광주시,(12780) 경기도 광주시 고불로 43-1 3층(롯데리아 태전점건물),https://blog.naver.com/orora2389,031 - 797 - 2389,"바리스타자격증 , 라떼아트 , 핸드드립",바리스타2급+라떼아트,37.3931332,127.2330265
0H8llo0M5yDk3153hN08og==,에덴실용음악학원,광주광역시 북구,(61050) 광주광역시 북구 설죽로 416 신일곡골드클래스 아파트 상가 2동 203호,cafe.daum.net/eedenschool,010 - 3603 - 1117,"Guitar 통기타 , Drum 드럼 , Saxophone",Drum Lesson | Guitar Lesson,35.1962153,126.9016514
0bQh9JaAc2JH18plxABLDw==,중앙사이버평생교육원,경기도 안양시,(14092) 경기도 안양시 만안구 문예로 35 익성빌딩 3층,https://www.joongangcyber.com/,00 - 1566 - 1461,"문헌정보학 , 사회복지사 , 보육교사",,37.3857812,126.9315862
EYnMTlqR9goQu7QGe/2G2A==,중랑구발달장애인평생교육센터,서울특별시 중랑구,"(02103) 서울특별시 중랑구 동일로 759 4,5층 지도보기",https://www.jungnangedu.or.kr/,02 - 6953 - 0704,,,37.5981521,127.0797585
atu0AU6/+ZVDWQ1FZyvb6g==,흥업면주민자치위원회,강원특별자치도 원주시,(26403) 강원특별자치도 원주시 흥업면 울업1길 3 다목적복지센터,,033 - 761 - 9481,흥업,,37.3026120,127.9211781
CoYmkdMFbeLXRjFlooRiyQ==,서울디지털평생교육원교육지원센터,서울특별시 마포구,(04157) 서울특별시 마포구 독막로 320 4층 주식회사 에스디유,http://pass.sdulife.com/,00 - 1644 - 8209,"사회복지사1급 , 직업상담사 , 컴퓨터활용능력",,37.5429883,126.9478769
SKVzXo4Fng2aodNuZzg/EQ==,울산북구알비제과제빵바리스타학원,울산광역시 북구,(44236) 울산광역시 북구 박상진12로 11 6층 울산북구알비제과제빵바리스타학원ㄷ 지도보기,,052 - 281 - 2105,"바리스타 , 제과 , 제빵",바리스타 자격증과정 2급 | 바리스타1급,35.6014883,129.3653329
7QWV4LLuDonk6VwgF0i8qQ==,희망누리평생교육원,서울특별시 양천구,(07988) 서울특별시 양천구 목동서로 131 302호,https://hopenuri2024.mycafe24.com/,010 - 8690 - 8779,"평생교육(컴퓨터) , 회계교육 , 북한이탈주민교육",,37.5318644,126.8754559
IsehL/xpwu14y3eY/D5lQQ==,건강나눔장애인평생교육원,전라남도 목포시,(58724) 전라남도 목포시 삼일로13번길 21 1층,http://www.withealth.co.kr,061 - 272 - 7727,,,34.7939771,126.3813891
u8xzXgH+T6lnvXCwHOtskA==,대한중장비운전학원(주),대전광역시 동구,(34700) 대전광역시 동구 대종로 9-31 대한중장비운전학원(주),http://www.대한중장비운전학원.com,042 - 673 - 2003,"굴착기/지게 , 롤러/기중기 , 소형지게차소형굴착기",기중기1시간 | 기중기실기 | 롤러1시간 | 롤러실기 | 소형지게차굴착기 | 소형굴착기 | 굴착기1시간 | 지게차1시간 | 소형지게차,36.2949860,127.4593127
gIyEY2iw3wSCyA/HKdEdBA==,청담더뷰티미용학원,전라남도 목포시,(58693) 전라남도 목포시 비파로 37 5층,,061 - 283 - 1771,"목포미용학원 , 목포네일학원 , 목포헤어학원",,34.8019716,126.4271565
0nO38gLuDAFE4n7IDCBioQ==,시사쿡요리아카데미학원,서울특별시 강남구,(06241) 서울특별시 강남구 테헤란로4길 28 14층,https://www.sisacook.com/,570 - 4433,,세계요리과정 | 카페베이커리 제과디저트실무과정 | 제빵베이킹실무과정 | 떡제조기능사 | 제빵기능사자격증과정 | 제과기능사자격증과정 | 바리스타 이론 실기과정 | 양식기능사자격증 | 한식자격증 | 처음요리,37.4965334,127.0301212
iNO9GUpFKHo6yxkqjHlCkg==,SH애견미용학원,충청남도 예산군,(32431) 충청남도 예산군 예산읍 역전로 74 2층,shpetacademy.modoo.at,041 - 331 - 2083,"반려동물 미용,펫용 , 애견미용, 펫 트머 , 애견훈련, 행동교사",,36.6858052,126.8296595
0QOccAYzaCUvBi6qRNWvdw==,공감마을작은도서관,대전광역시 서구,(35215) 대전광역시 서구 청사서로 41 둔산신협 지하1층,www.gonggamvillage.org,010 - 6795 - 4996,"건강취약계층 , 힐링프로그램 , 사회복귀",,36.3614184,127.3755844
o6qZsZvoOt0KKpxAcfh03A==,올라운드필라테스월요가평생교육원,인천광역시 미추홀구,(22114) 인천광역시 미추홀구 숙골로 94 302호 지도보기,,010 - 5590 - 2401,"필라테스 , 요가 , 임산부",,37.4706364,126.6633194
qiTA2yLYhP5tkaBuRLeqOQ==,아뜰리에뷰티아카데미미용학원,경기도 오산시,(18110) 경기도 오산시 청학로 266-29 305호,www.atelierkorea.com,031 - 372 - 6003,"헤어자격증 , 헤어실무 , 생활헤어",,37.1717814,127.0615022
4Vr3gyWUIo6lalYmkbEGmQ==,한국이용학원,충청남도 천안시,(31180) 충청남도 천안시 서북구 차돌들길 6 우준빌딩 2층 한국이용학원,,041 - 577 - 1353,"천안 남성커트전문학 , 천안 이용학원 , 천안이용기능장교육",,36.7975136,127.1295781
GE4x2gkeJrwwJ+NPitb79w==,포항에너지기술학원,경상북도 포항시,(37792) 경상북도 포항시 남구 해동로 100 포항에너지기술학원,,054 - 272 - 1003,"포항온수온돌기능사 , 포항에너지관리기능장 , 포항에너지기술학원",온수온돌기능사,36.0283361,129.3722515
qUcKrkZTuDwxifyz8iBzVg==,더올바른필라테스단대오거리점평생교육원,경기도 성남시,"(13148) 경기도 성남시 수정구 산성대로 373 4층 407,408호",https://naver.me/G9rLNhv5,010 - 2478 - 7248,"필라테스 , 운동 , 헬스",기구필라테스 개인레슨 | 기구필라테스 그룹레슨,37.4457845,127.1564795
tjVbdy3v+bYk3GSvbYGd6g==,구성원격평생교육시설,경기도 부천시,(14544) 경기도 부천시 원미구 소향로 31 청죽타워5층 구성커뮤니케이션즈,https://www.gusungacademy.com/shop/,032 - 205 - 8598,,,37.5038735,126.7513442
wGPYXexTqRF+eNQd7Aj0sA==,한결요리제과제빵학원,경상북도 구미시,(39229) 경상북도 구미시 금오시장로2길 5 우원빌딩2층 지도보기,www.한결요리제과학원.kr,054 - 457 - 0864,"한결요리 , 구미제과제빵학원",,36.1251830,128.3408536
oU5OkPG/Pvx+8pxwejwKtg==,레이크커피바리스타학원,경기도 화성시,(18501) 경기도 화성시 동탄대로 182 404호 레이크커피바리스타학원 지도보기,,031 - 375 - 1285,바리스타,,37.1707362,127.1072649
8gWau0j3bLaxDYhGznfYyQ==,에스비에스(SBS)아카데미컴퓨터아트학원안양,경기도 안양시,"(14072) 경기도 안양시 동안구 평촌대로217번길 15 6층, 7층",https://anyang.sbsart.com/,031 - 346 - 8561,,,37.3906342,126.9550282
CRKOJBi4gJhYD0oyc/WBsw==,봄필라테스관악평생교육원,서울특별시 관악구,(08747) 서울특별시 관악구 양녕로 46 2층 지도보기,www.bompilates.com,02 - 872 - 3201,"기필필테스 그룹레슨 , 기구필라테스 1:1 , 필라테스지도자과정",,37.4861626,126.9472278
1cTBkJt0CqGCH0ukMfN1tQ==,오산세교종합사회복지관,경기도 오산시,(18109) 경기도 오산시 수청로 192 4층 오산세교종합사회복지관,https://www.osgwc.or.kr/main/,031 - 290 - 8510,"오산시 , 교육문화 , 프로그램",,37.1777615,127.0448579
av2EpkNr5A7ZJkFD9N+ONA==,남경자동차운전전문학원,전라남도 목포시,(58670) 전라남도 목포시 선곡로 20 남경자동차학원,,061 - 282 - 5555,,,34.8164168,126.4306169
KhhRQevkZHCXipgKOEBCvA==,세잔직업전문학교,경상남도 진주시,(52759) 경상남도 진주시 남강로 688 세잔빌딩 1.2.4.5.6층,www.cezanne.co.kr,055 - 746 - 0266,"바리스타,제과제빵 , 유튜브,컴활,캐드 , AI,디자인,전기",,35.1912183,128.0869152
2slZPlx9g9WA0NtXTtlzSw==,동래음식나라조리제과제빵학원,부산광역시 동래구,(47877) 부산광역시 동래구 충렬대로238번길 7 711호,https://naracook.co.kr/,010 - 5610 - 5409,"한식 , 제빵 , 생활요리",,35.2010118,129.0855628
DGCKX8ko0P+8mZwnJ26fEA==,온플레이스댄스학원,전라남도 광양시,(57746) 전라남도 광양시 광양읍 용강2길 13-14 2층 온플레이스댄스학원,,010 - 2344 - 5762,"광양댄스학원 , 광양읍댄스 , 광양",,34.9766321,127.6088149
